ID,keywords,acountType,joinedDate,following,zFollowing,followers,zFollowers,location,tweet,translatedTweet,tweetType,datePosted,contentType,likes,zLikes,replies,zReplies,retweets,zRetweets,quotes,zQuotes,quotedTweet,tokens,stemTokens,lemmaTokens
64,"peso, weak, dollar, strong",Anonymous,2021-12-31T16:00:00.000Z,1199,0.9,1306,-0.16,Unidentified,saulo ko na yung the peso is not weak because the peso is weak the peso is weak because the dollar is strong,i will remember that the peso is not weak because the peso is weak the peso is weak because the dollar is strong,Text,2022-10-14T11:03:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['remember', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['rememb', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['remember', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
65,"peso, weak, dollar, strong",Anonymous,2022-06-30T16:00:00.000Z,683,0.13,739,-0.16,Unidentified,The peso is not weak bc the peso is weak the peso is weak bc the dollar is strong,The peso is not weak because the peso is weak the peso is weak because the dollar is strong,Text,2022-10-14T10:59:00.000Z,Rational,3,-0.12,2,-0.09,0,-0.18,1,-0.1,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
66,"peso, weak, dollar, strong",Anonymous,2017-09-30T16:00:00.000Z,3761,4.72,3842,-0.15,Unidentified,"nyenyenye magalit man kayo sakin the peso is not weak bc the peso is weak, the peso is weak bc the dollar is strong!","nyenyenye even if you get mad at me the peso is not weak because the peso is weak, the peso is weak because the dollar is strong!",Text,2022-10-14T06:08:00.000Z,Emotional,2,-0.13,0,-0.13,0,-0.18,0,-0.11,None,"['nyenyenye', 'even', 'get', 'mad', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['nyenyeny', 'even', 'get', 'mad', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['nyenyenye', 'even', 'get', 'mad', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
67,"peso, weak, dollar, strong",Anonymous,2019-07-31T16:00:00.000Z,176,-0.62,470,-0.16,Unidentified,peso is weak bc dollar is strong,peso is weak because dollar is strong,"Text,Quote",2022-10-14T05:41:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/LucasImperial5/status/1580355832872828928,"['peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'dollar', 'strong']"
68,"peso, weak, dollar, strong",Anonymous,2022-04-30T16:00:00.000Z,31,-0.84,0,-0.16,Unidentified,"Wait, is this about the Peso Weak/Dollar Strong? Also questioning his achievements, when in fact the Peso Weak/Dollar Strong statement was actually right too? You can't hate on something right, that's idiotic. Please explain what the tweet was talking about.","Wait, is this about the Peso Weak/Dollar Strong? Also questioning his achievements, when in fact the Peso Weak/Dollar Strong statement was actually right too? You can't hate on something right, that's idiotic. Please explain what the tweet was talking about.","Text,Quote",2022-10-13T23:03:00.000Z,"Transactional, Emotional",0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/MiaMagdalena/status/1580328809173504000,"['wait', 'peso', 'weak', 'dollar', 'strong', 'also', 'questioning', 'achievements', 'fact', 'peso', 'weak', 'dollar', 'strong', 'statement', 'actually', 'right', 'cant', 'hate', 'something', 'right', 'thats', 'idiotic', 'please', 'explain', 'tweet', 'talking']","['wait', 'peso', 'weak', 'dollar', 'strong', 'also', 'question', 'achiev', 'fact', 'peso', 'weak', 'dollar', 'strong', 'statement', 'actual', 'right', 'cant', 'hate', 'someth', 'right', 'that', 'idiot', 'pleas', 'explain', 'tweet', 'talk']","['wait', 'peso', 'weak', 'dollar', 'strong', 'also', 'question', 'achievements', 'fact', 'peso', 'weak', 'dollar', 'strong', 'statement', 'actually', 'right', 'cant', 'hate', 'something', 'right', 'thats', 'idiotic', 'please', 'explain', 'tweet', 'talk']"
69,"peso, weak, dollar, strong",Anonymous,2012-05-31T16:00:00.000Z,597,0.0,326,-0.16,Unidentified,"We all know that the dollar is strong  and peso is weak. But are they doing anything to atleast combat the effects of the weakness of peso?

Yes we can't control such but we can control our own. All we want to see is for the gov to support the domestic economy.","We all know that the dollar is strong  and peso is weak. But are they doing anything to at least combat the effects of the weakness of peso?

Yes we can't control such but we can control our own. All we want to see is for the government to support the domestic economy.",Text,2022-10-13T14:11:00.000Z,"Rational, Transactional",0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['know', 'dollar', 'strong', 'peso', 'weak', 'anything', 'least', 'combat', 'effects', 'weakness', 'peso', 'yes', 'cant', 'control', 'control', 'want', 'see', 'government', 'support', 'domestic', 'economy']","['know', 'dollar', 'strong', 'peso', 'weak', 'anyth', 'least', 'combat', 'effect', 'weak', 'peso', 'yes', 'cant', 'control', 'control', 'want', 'see', 'govern', 'support', 'domest', 'economi']","['know', 'dollar', 'strong', 'peso', 'weak', 'anything', 'least', 'combat', 'effect', 'weakness', 'peso', 'yes', 'cant', 'control', 'control', 'want', 'see', 'government', 'support', 'domestic', 'economy']"
70,"peso, weak, dollar, strong",Anonymous,2013-05-31T16:00:00.000Z,600,0.01,400,-0.16,Unidentified,"Tell me the peso is weak without telling me the peso is weak.

Answer: The dollar is strong.","Tell me the peso is weak without telling me the peso is weak.

Answer: The dollar is strong.",Text,2022-10-13T13:09:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['tell', 'peso', 'weak', 'without', 'telling', 'peso', 'weak', 'answer', 'dollar', 'strong']","['tell', 'peso', 'weak', 'without', 'tell', 'peso', 'weak', 'answer', 'dollar', 'strong']","['tell', 'peso', 'weak', 'without', 'tell', 'peso', 'weak', 'answer', 'dollar', 'strong']"
71,"peso, weak, dollar, strong",Identified,2021-10-31T16:00:00.000Z,133,-0.69,10,-0.16,Philippines,"Peso is not weak
Because peso is weak
The peso is weak because
The dollar is strong
- cong. Sandro Marcos","Peso is not weak
Because peso is weak
The peso is weak because
The dollar is strong
- cong. Sandro Marcos",Text,2022-10-13T12:50:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'cong', 'sandro', 'marcos']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'cong', 'sandro', 'marco']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'cong', 'sandro', 'marcos']"
72,"peso, weak, dollar, strong",Anonymous,2022-07-31T16:00:00.000Z,126,-0.7,98,-0.16,Unidentified,bakit naman ganyan Senator. the peso is not weak. the peso is weak because the dollar is strong. ganun yun,why is it like that Senator. the peso is not weak. the peso is weak because the dollar is strong. that's it,"Text,Quote",2022-10-13T11:26:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/iampinglacson/status/1580411454070886400,"['like', 'senator', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'thats']","['like', 'senat', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'that']","['like', 'senator', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'thats']"
73,"peso, weak, dollar, strong",Identified,2009-07-31T16:00:00.000Z,161,-0.65,173,-0.16,Philippines,No! The peso is too weak because the dollar is too strong. 🤪,No! The peso is too weak because the dollar is too strong. 🤪,"Text,Quote",2022-10-13T10:08:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/bookpoets/status/1580463648417361921,"['peso', 'weak', 'dollar', 'strong', ':zany_face:']","['peso', 'weak', 'dollar', 'strong', ':zany_face:']","['peso', 'weak', 'dollar', 'strong', ':zany_face:']"
74,"peso, weak, dollar, strong",Anonymous,2020-07-31T16:00:00.000Z,224,-0.55,22,-0.16,Unidentified,"the peso is not weak because the peso is weak, its because the dollar is strong 😍💪💪 https://t.co/KLAQPZdyuD","the peso is not weak because the peso is weak, its because the dollar is strong 😍💪💪 https://t.co/KLAQPZdyuD","Text,Image",2022-10-13T10:04:00.000Z,Emotional,3,-0.12,1,-0.11,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':smiling_face_with_heart-eyes:', ':flexed_biceps:', ':flexed_biceps:']","['peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':smiling_face_with_heart-eyes:', ':flexed_biceps:', ':flexed_biceps:']","['peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':smiling_face_with_heart-eyes:', ':flexed_biceps:', ':flexed_biceps:']"
75,"peso, weak, dollar, strong",Anonymous,2009-10-31T16:00:00.000Z,861,0.4,1095,-0.16,Unidentified,Hindi weak ang peso ah. Strong lang ang dollar. Tandaan nyo yan 🤣,The peso is not weak. The dollar is just strong. Remember that 🤣,"Text,Quote",2022-10-13T09:32:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/ABSCBNNews/status/1580491029572190210,"['peso', 'weak', 'dollar', 'strong', 'remember', ':rolling_on_the_floor_laughing:']","['peso', 'weak', 'dollar', 'strong', 'rememb', ':rolling_on_the_floor_laughing:']","['peso', 'weak', 'dollar', 'strong', 'remember', ':rolling_on_the_floor_laughing:']"
76,"peso, weak, dollar, strong",Anonymous,2021-08-31T16:00:00.000Z,116,-0.71,50,-0.16,Unidentified,"Peso is weak because the dollar is strong, and dollar is strong because it's one of the safest currency in the world. So, here I am putting some savings in USDT (Tether) Stablecoin. Because I won't let my hard-earned money be beaten by this worldwide inflation. #Cryptocurency","Peso is weak because the dollar is strong, and dollar is strong because it's one of the safest currency in the world. So, here I am putting some savings in USDT (Tether) Stablecoin. Because I won't let my hard-earned money be beaten by this worldwide inflation. #Cryptocurency",Text,2022-10-13T09:21:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong', 'dollar', 'strong', 'one', 'safest', 'currency', 'world', 'putting', 'savings', 'usdt', 'tether', 'stablecoin', 'wont', 'let', 'hardearned', 'money', 'beaten', 'worldwide', 'inflation', 'cryptocurency']","['peso', 'weak', 'dollar', 'strong', 'dollar', 'strong', 'one', 'safest', 'currenc', 'world', 'put', 'save', 'usdt', 'tether', 'stablecoin', 'wont', 'let', 'hardearn', 'money', 'beaten', 'worldwid', 'inflat', 'cryptocur']","['peso', 'weak', 'dollar', 'strong', 'dollar', 'strong', 'one', 'safest', 'currency', 'world', 'put', 'save', 'usdt', 'tether', 'stablecoin', 'wont', 'let', 'hardearned', 'money', 'beat', 'worldwide', 'inflation', 'cryptocurency']"
77,"peso, weak, dollar, strong",Anonymous,2021-02-28T16:00:00.000Z,277,-0.47,814,-0.16,Unidentified,I would like to make one thing clear... the peso is not weak because the peso is weak. The peso is weak because the dollar is strong,I would like to make one thing clear... the peso is not weak because the peso is weak. The peso is weak because the dollar is strong,"Text,Quote",2022-10-13T09:09:00.000Z,Rational,2,-0.13,1,-0.11,0,-0.18,0,-0.11,https://twitter.com/khjholdings/status/1580484704968769537,"['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
78,"peso, weak, dollar, strong",Identified,2009-09-30T16:00:00.000Z,270,-0.48,636,-0.16,Philippines,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.,"Text,Quote",2022-10-13T08:29:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/ABSCBNNews/status/1580470462077104129,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
79,"peso, weak, dollar, strong",Anonymous,2021-08-31T16:00:00.000Z,71,-0.78,42,-0.16,Unidentified,"""The peso is not weak because the peso is weak the peso is weak because the dollar is strong"" so simple dami kasing ebas","""The peso is not weak because the peso is weak the peso is weak because the dollar is strong"" it's so simple",Text,2022-10-13T01:29:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'simple']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'simpl']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'simple']"
80,"peso, weak, dollar, strong",Anonymous,2018-10-31T16:00:00.000Z,223,-0.55,205,-0.16,Philippines,teacher pa naman kayo sa ecom tapos kayo pa yung di naka gets ng the peso is weak bcoz the dollar is strong. ano pa nga ba tatanda na kayo sa prvt school,you are a teacher in ecom yet you didn't understand the peso is weak because the dollar is strong. you are gonna get old in privateschool,Text,2022-10-12T23:28:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['teacher', 'ecom', 'yet', 'didnt', 'understand', 'peso', 'weak', 'dollar', 'strong', 'gonna', 'get', 'old', 'privateschool']","['teacher', 'ecom', 'yet', 'didnt', 'understand', 'peso', 'weak', 'dollar', 'strong', 'gonna', 'get', 'old', 'privateschool']","['teacher', 'ecom', 'yet', 'didnt', 'understand', 'peso', 'weak', 'dollar', 'strong', 'gonna', 'get', 'old', 'privateschool']"
81,"peso, weak, dollar, strong",Anonymous,2022-10-31T16:00:00.000Z,483,-0.17,58,-0.16,Unidentified,Sandro tama sa totoo.lng the peso is weak because the.dollor is strong ...kse nga di na kasalanan ng gobyerno un america rin kse nagpapataas nian para bumagsak.ang piso sino ba makikinabang ng pagtass ng dollar eh di ung mga nagaabroad ...saya nga nila kase nga mataas palitan ..,Sandro you are right truth be told the peso is weak because the dollar is strong ...it's not the government's fault it is america who increases the dollar's value for the peso to fall who will benefit from this it is those who are migrating to abroad...they are happy because the conversion rate is high ..,Text,2022-10-12T20:57:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['sandro', 'right', 'truth', 'told', 'peso', 'weak', 'dollar', 'strong', 'governments', 'fault', 'america', 'increases', 'dollars', 'value', 'peso', 'fall', 'benefit', 'migrating', 'abroad', 'happy', 'conversion', 'rate', 'high']","['sandro', 'right', 'truth', 'told', 'peso', 'weak', 'dollar', 'strong', 'govern', 'fault', 'america', 'increas', 'dollar', 'valu', 'peso', 'fall', 'benefit', 'migrat', 'abroad', 'happi', 'convers', 'rate', 'high']","['sandro', 'right', 'truth', 'tell', 'peso', 'weak', 'dollar', 'strong', 'governments', 'fault', 'america', 'increase', 'dollars', 'value', 'peso', 'fall', 'benefit', 'migrate', 'abroad', 'happy', 'conversion', 'rate', 'high']"
82,"peso, weak, dollar, strong",Anonymous,2015-01-31T16:00:00.000Z,578,-0.02,465,-0.16,Unidentified,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong","The peso is not weak because the peso is weak, the peso is weak because the dollar is strong","Text,Quote",2022-10-12T18:09:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/naayrhh/status/1579823328050958336,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
83,"peso, weak, dollar, strong",Anonymous,2020-07-31T16:00:00.000Z,306,-0.43,389,-0.16,Philippines,"I saw some people making fun of this statement, but what he said made sense. The peso is not weak because the peso is weak. The peso is weak because the dollar is strong! Pound to peso is still pretty much the same. It’s not weak, the dollar is just strong. 

Hang tough Sandro! https://t.co/PHcCRlMCEu","I saw some people making fun of this statement, but what he said made sense. The peso is not weak because the peso is weak. The peso is weak because the dollar is strong! Pound to peso is still pretty much the same. It’s not weak, the dollar is just strong. 

Hang tough Sandro! https://t.co/PHcCRlMCEu","Text,Image",2022-10-12T16:35:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,1,-0.1,None,"['saw', 'people', 'making', 'fun', 'statement', 'said', 'made', 'sense', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'pound', 'peso', 'still', 'pretty', 'much', '’', 'weak', 'dollar', 'strong', 'hang', 'tough', 'sandro']","['saw', 'peopl', 'make', 'fun', 'statement', 'said', 'made', 'sens', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'pound', 'peso', 'still', 'pretti', 'much', '’', 'weak', 'dollar', 'strong', 'hang', 'tough', 'sandro']","['saw', 'people', 'make', 'fun', 'statement', 'say', 'make', 'sense', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'pound', 'peso', 'still', 'pretty', 'much', '’', 'weak', 'dollar', 'strong', 'hang', 'tough', 'sandro']"
84,"peso, weak, dollar, strong",Anonymous,2019-05-31T16:00:00.000Z,121,-0.71,39,-0.16,Philippines,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong","the peso is not weak because the peso is weak, the peso is weak because the dollar is strong","Text,Quote",2022-10-12T16:07:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/JoaquinRedReyes/status/1580112771760283648,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
85,"peso, weak, dollar, strong",Anonymous,2021-08-31T16:00:00.000Z,520,-0.11,200,-0.16,Philippines,I don't understand bakit ginagawang joke yung statement ni sandro na “Peso is weak because dollar is strong” ??? Is there something wrong with the fact he stated????,I don't understand they are treating this statement of Sandro as a joke “Peso is weak because dollar is strong” ??? Is there something wrong with the fact he stated????,Text,2022-10-12T13:58:00.000Z,Emotional,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['dont', 'understand', 'treating', 'statement', 'sandro', 'joke', 'peso', 'weak', 'dollar', 'strong', 'something', 'wrong', 'fact', 'stated']","['dont', 'understand', 'treat', 'statement', 'sandro', 'joke', 'peso', 'weak', 'dollar', 'strong', 'someth', 'wrong', 'fact', 'state']","['dont', 'understand', 'treat', 'statement', 'sandro', 'joke', 'peso', 'weak', 'dollar', 'strong', 'something', 'wrong', 'fact', 'state']"
86,"peso, weak, dollar, strong",Anonymous,2016-05-31T16:00:00.000Z,145,-0.67,125,-0.16,Unidentified,I would like to make one thing clear...the peso is not weak because the peso is weak. The peso is weak because the dollar is strong. 😔✌🏼❤️💚,I would like to make one thing clear...the peso is not weak because the peso is weak. The peso is weak because the dollar is strong. 😔✌🏼❤️💚,Text,2022-10-12T12:36:00.000Z,"Rational, Emotional",2,-0.13,1,-0.11,0,-0.18,0,-0.11,None,"['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':pensive_face:', ':victory_hand_medium-light_skin_tone:', ':red_heart:', ':green_heart:']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':pensive_face:', ':victory_hand_medium-light_skin_tone:', ':red_heart:', ':green_heart:']","['would', 'like', 'make', 'one', 'thing', 'clear', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':pensive_face:', ':victory_hand_medium-light_skin_tone:', ':red_heart:', ':green_heart:']"
87,"peso, weak, dollar, strong",Anonymous,2022-02-28T16:00:00.000Z,2629,3.04,3018,-0.15,Unidentified,"Sandro is not wrong, because he is wrong. Sandro is wrong because your brains are f*cked up &amp; don't understand simple english, math, &amp; econ.
For the stupid f*ckers out there, eat the data below!
The peso is not weak,coz the peso is weak. The peso is weak coz the dollar is strong. https://t.co/NUkjeku86E","Sandro is not wrong, because he is wrong. Sandro is wrong because your brains are f*cked up &don't understand simple english, math, & econ.
For the stupid f*ckers out there, eat the data below!
The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong. https://t.co/NUkjeku86E","Text,Image",2022-10-12T06:57:00.000Z,"Rational, Emotional",137,0.69,15,0.19,30,1.56,4,-0.06,None,"['sandro', 'wrong', 'wrong', 'sandro', 'wrong', 'brains', 'f', 'cked', 'dont', 'understand', 'simple', 'english', 'math', 'econ', 'stupid', 'f', 'ckers', 'eat', 'data', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['sandro', 'wrong', 'wrong', 'sandro', 'wrong', 'brain', 'f', 'cked', 'dont', 'understand', 'simpl', 'english', 'math', 'econ', 'stupid', 'f', 'cker', 'eat', 'data', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['sandro', 'wrong', 'wrong', 'sandro', 'wrong', 'brain', 'f', 'cked', 'dont', 'understand', 'simple', 'english', 'math', 'econ', 'stupid', 'f', 'ckers', 'eat', 'data', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
88,"peso, weak, dollar, strong",Identified,2019-10-31T16:00:00.000Z,224,-0.55,296,-0.16,Unidentified,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong","The peso is not weak because the peso is weak, the peso is weak because the dollar is strong",Text,2022-10-12T04:50:00.000Z,Rational,13,-0.06,0,-0.13,0,-0.18,1,-0.1,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
89,"peso, weak, dollar, strong",Anonymous,2021-07-31T16:00:00.000Z,61,-0.8,114,-0.16,Philippines,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.""

Sobrang linaw pero hirap na hirap yung mga may indoctrinated braincell ni joma intindihin sinabi ni sandro.","""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.""

It's very clear but those who have an indoctrinated braincell of joma are having a very hard time in understanding what sandro said.",Text,2022-10-11T09:36:00.000Z,"Rational, Emotional",25,0.01,3,-0.07,3,0.0,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'clear', 'indoctrinated', 'braincell', 'joma', 'hard', 'time', 'understanding', 'sandro', 'said']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'clear', 'indoctrin', 'braincel', 'joma', 'hard', 'time', 'understand', 'sandro', 'said']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'clear', 'indoctrinate', 'braincell', 'joma', 'hard', 'time', 'understand', 'sandro', 'say']"
90,"peso, dollar, sandro",Anonymous,2009-12-31T16:00:00.000Z,195,-0.6,233,-0.16,Philippines,"I think nothing is wrong sa statement ni Sandro boy sa peso-dollar shit. Thing is, people in the opposition loves to romanticize trivial things to put someone in a bad light. In fact, mas ulaw pa ang UNSLEFLESS gani, in all aspects of interpretation","I think nothing is wrong sa statement ni Sandro boy sa peso-dollar shit. Thing is, people in the opposition loves to romanticize trivial things to put someone in a bad light. In fact, UNSELFLESS is even more shameful, in all aspects of interpretation",Text,2022-10-12T11:17:00.000Z,Emotional,2,-0.13,2,-0.09,0,-0.18,0,-0.11,None,"['think', 'nothing', 'wrong', 'sa', 'statement', 'ni', 'sandro', 'boy', 'sa', 'pesodollar', 'shit', 'thing', 'people', 'opposition', 'loves', 'romanticize', 'trivial', 'things', 'put', 'someone', 'bad', 'light', 'fact', 'unselfless', 'even', 'shameful', 'aspects', 'interpretation']","['think', 'noth', 'wrong', 'sa', 'statement', 'ni', 'sandro', 'boy', 'sa', 'pesodollar', 'shit', 'thing', 'peopl', 'opposit', 'love', 'romantic', 'trivial', 'thing', 'put', 'someon', 'bad', 'light', 'fact', 'unselfless', 'even', 'shame', 'aspect', 'interpret']","['think', 'nothing', 'wrong', 'sa', 'statement', 'ni', 'sandro', 'boy', 'sa', 'pesodollar', 'shit', 'thing', 'people', 'opposition', 'love', 'romanticize', 'trivial', 'things', 'put', 'someone', 'bad', 'light', 'fact', 'unselfless', 'even', 'shameful', 'aspects', 'interpretation']"
91,"peso, dollar, sandro",Anonymous,2020-12-31T16:00:00.000Z,560,-0.05,460,-0.16,Unidentified,"yung mga totoong economista sang-ayon sa sinabi ni Sandro abt the peso vs dollar, pero yung mga feeling economista daming kuda hindi naman pala gets yung pinopoint out ng Congressman. Mag shut up nalang lage jud beh.","The real economists agree with what Sandro said about the peso vs dollar, but those fake economists who don't get what the Congressman is pointing out keeps on speaking up. Just shut up.",Text,2022-10-12T09:43:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['real', 'economists', 'agree', 'sandro', 'said', 'peso', 'vs', 'dollar', 'fake', 'economists', 'dont', 'get', 'congressman', 'pointing', 'keeps', 'speaking', 'shut']","['real', 'economist', 'agre', 'sandro', 'said', 'peso', 'vs', 'dollar', 'fake', 'economist', 'dont', 'get', 'congressman', 'point', 'keep', 'speak', 'shut']","['real', 'economists', 'agree', 'sandro', 'say', 'peso', 'vs', 'dollar', 'fake', 'economists', 'dont', 'get', 'congressman', 'point', 'keep', 'speak', 'shut']"
92,"peso, dollar, sandro",Anonymous,2022-02-28T16:00:00.000Z,462,-0.2,387,-0.16,Philippines,"Tama si Sandro, kung yung Indian Rupee nga eh 82 compared to US dollar  samantalang dati halos pantay lang yung value sa Phil. Peso.  Yun ang ibig sabihin ni Sandro, strong lang talaga ang US dollar.  Di lang magets ng iba o sadyang nagtatangatangahan, para makapanira lang.","Sandro is right, even the Indian Rupee is 82 compared to the US dollar, whereas before the value was almost equal to the Phil. pesos That's what Sandro meant, the US dollar is really strong. Othere just don't understand it or they are faking stupidity, just to be destructive.",Text,2022-10-12T08:36:00.000Z,"Rational, Emotional",4,-0.12,0,-0.13,0,-0.18,0,-0.11,None,"['sandro', 'right', 'even', 'indian', 'rupee', '82', 'compared', 'us', 'dollar', 'whereas', 'value', 'almost', 'equal', 'phil', 'pesos', 'thats', 'sandro', 'meant', 'us', 'dollar', 'really', 'strong', 'othere', 'dont', 'understand', 'faking', 'stupidity', 'destructive']","['sandro', 'right', 'even', 'indian', 'rupe', '82', 'compar', 'us', 'dollar', 'wherea', 'valu', 'almost', 'equal', 'phil', 'peso', 'that', 'sandro', 'meant', 'us', 'dollar', 'realli', 'strong', 'other', 'dont', 'understand', 'fake', 'stupid', 'destruct']","['sandro', 'right', 'even', 'indian', 'rupee', '82', 'compare', 'us', 'dollar', 'whereas', 'value', 'almost', 'equal', 'phil', 'pesos', 'thats', 'sandro', 'mean', 'us', 'dollar', 'really', 'strong', 'othere', 'dont', 'understand', 'fake', 'stupidity', 'destructive']"
